KD,#1 Ally,Top 300 Power,Top 300 Merits,M/P,Top 300 Kills,Top 300 Deads,Top 300 Heals,CH25,CH25 AP,60-80M,80-100M,100-125M,125-150M,150-200M,200M+,#1 Ally,Total KD Power,CH16,Lords,CH16 AP,Lords AP,CH16 KvK,CH25 KvK,Allies,Ally Lords,Unique Alliances in KD,1B+ Power,1B+ Ally Tags,Top 600 Power,Top 600 Merits,Top 600 Kills,Top 600 Heals,Top 600 Deads,10-20M,20-40M,40-60M,40-60M
317,,802202660,14800154,1.84%,455446433,4566912,730356541,18,32066311,0,0,0,0,0,0,,"975,511,666",60,87,"15,954,367","11,212,778",0,0,7,47,,,,"802,202,660","14,800,154","455,446,433","730,356,541","4,566,912",8,20,3,10
318,A318,2935995315,24883854,0.85%,2339930355,23485501,4488041851,59,43154484,6,3,0,0,0,0,"1,852,973,482","3,236,961,137",129,149,"24,983,255","21,724,571",48,31,10,99,A318,"1,852,973,482",A318,"2,935,995,315","24,883,854","2,339,930,355","4,488,041,851","23,485,501",26,32,22,5
319,W~B,7805569606,645945235,8.28%,12796990815,99529439,17601534548,149,50009039,30,9,0,0,0,0,"5,845,969,648","8,967,768,344",361,378,"24,823,134","23,724,255",0,0,13,332,"W~B,WB_1","7,617,392,478","W~B,WB_1","7,805,569,606","645,945,235","12,796,990,815","17,601,534,548","99,529,439",49,49,68,17
320,EvG,18252825140,2152746124,11.79%,56194946202,181991382,43310539726,204,89777135,65,48,32,18,10,3,"17,411,895,838","21,902,678,511",652,670,"33,578,305","32,690,565",0,0,15,623,"EvG,EoD","18,766,632,938","EvG,EoD","18,252,825,140","2,152,746,124","56,194,946,202","43,310,539,726","181,991,382",164,5,15,0
321,S1N,6067711379,293831845,4.84%,5481262924,62482056,10358120634,122,44781639,17,6,1,0,0,0,"5,614,405,756","6,469,501,069",210,231,"30,749,471","28,006,498",0,0,10,206,S1N,"5,614,405,756",S1N,"6,067,711,379","293,831,845","5,481,262,924","10,358,120,634","62,482,056",33,69,39,1
322,Ph#x,1827921622,22841955,1.25%,536657581,7927949,1782347429,35,41589801,3,0,0,0,0,0,"1,669,336,703","2,187,699,144",110,120,"19,842,536","18,230,826",47,29,13,101,Ph#x,"1,669,336,703",Ph#x,"1,827,921,622","22,841,955","536,657,581","1,782,347,429","7,927,949",21,24,17,68
323,HS-D,2562546493,22845133,0.89%,1561085824,14007538,2449246255,61,37706251,1,1,0,0,0,0,"1,960,536,881","2,779,054,344",102,110,"27,214,032","25,264,130",0,0,13,89,HS-D,"1,960,536,881",HS-D,"2,562,546,493","22,845,133","1,561,085,824","2,449,246,255","14,007,538",17,43,22,58
324,ASC~,5697738215,569119100,9.99%,13930849895,44374742,14070161441,74,74811636,13,13,17,5,0,0,"5,816,520,459","6,580,718,963",207,231,"31,691,053","28,487,961",0,0,7,200,ASC~,"5,816,520,459",ASC~,"5,697,738,215","569,119,100","13,930,849,895","14,070,161,441","44,374,742",45,12,12,63
325,-BB-,1323247769,12907427,0.98%,1583451336,11699917,2033213052,31,34423388,0,0,0,0,0,0,"1,168,088,275","1,654,491,396",94,108,"17,534,855","15,319,365",40,21,12,77,-BB-,"1,168,088,275",-BB-,"1,323,247,769","12,907,427","1,583,451,336","2,033,213,052","11,699,917",23,23,9,65
326,NW:S,10119894752,588490551,5.82%,11892143480,117432250,19794797413,194,51352249,38,7,2,2,0,0,"8,687,205,119","11,220,968,898",358,383,"31,315,917","29,297,569",0,0,13,317,NW:S,"8,687,205,119",NW:S,"10,119,894,752","588,490,551","11,892,143,480","19,794,797,413","117,432,250",48,56,90,7
327,UHO,2153970613,8280258,0.38%,1307971726,12669479,1752931949,45,37068530,1,2,0,0,0,0,"1,649,860,265","2,438,263,702",115,131,"21,134,601","18,612,700",36,23,15,105,UHO,"1,649,860,265",UHO,"2,153,970,613","8,280,258","1,307,971,726","1,752,931,949","12,669,479",20,42,12,26
328,HWGA,2696575212,37251340,1.38%,1234047426,14573563,2832847910,49,47083620,7,4,0,0,0,0,"1,682,539,318","3,232,059,046",142,149,"22,734,665","21,691,671",0,0,9,132,"HWGA,CFU2","2,975,906,870","HWGA,CFU2","2,696,575,212","37,251,340","1,234,047,426","2,832,847,910","14,573,563",30,28,18,80
329,-FF-,4019405818,136394860,3.39%,2646280403,39989849,5739012396,75,44869958,10,0,1,0,0,0,"3,447,113,898","4,379,671,860",169,182,"25,874,552","24,064,131",0,0,11,154,-FF-,"3,447,113,898",-FF-,"4,019,405,818","136,394,860","2,646,280,403","5,739,012,396","39,989,849",28,44,32,83
330,LUNA,5683360160,119271093,2.10%,3675024056,37255975,7432544659,113,46188613,11,4,1,0,0,0,"4,681,522,368","6,149,476,075",212,228,"28,954,519","26,971,386",0,0,12,180,LUNA,"4,681,522,368",LUNA,"5,683,360,160","119,271,093","3,675,024,056","7,432,544,659","37,255,975",26,53,56,38
331,,1221563727,1838034,0.15%,776013708,8351483,989608829,29,36051638,1,1,0,0,0,0,,"1,587,011,466",96,103,"16,485,769","15,407,878",16,4,10,72,,,,"1,221,563,727","1,838,034","776,013,708","989,608,829","8,351,483",22,21,8,4
332,#CE,2006938193,11768558,0.59%,930706175,17203353,2044920531,47,36086536,3,0,0,0,0,0,"2,000,327,043","2,368,158,629",120,130,"19,684,212","18,216,605",53,33,10,100,#CE,"2,000,327,043",#CE,"2,006,938,193","11,768,558","930,706,175","2,044,920,531","17,203,353",27,38,10,38
333,HOK,3215980320,60738261,1.89%,7656321762,29840482,5796676806,57,55949998,7,6,0,2,2,1,"2,456,435,867","3,778,221,853",141,159,"26,705,873","23,762,402",54,35,16,107,HOK,"2,456,435,867",HOK,"3,215,980,320","60,738,261","7,656,321,762","5,796,676,806","29,840,482",30,11,17,18
334,FoH,1416903726,16872535,1.19%,1033660780,6067652,1617714173,33,36233291,0,1,0,0,0,0,"1,455,549,788","1,733,797,353",99,106,"17,488,062","16,356,579",43,26,12,93,FoH,"1,455,549,788",FoH,"1,416,903,726","16,872,535","1,033,660,780","1,617,714,173","6,067,652",14,30,9,58
335,V~V!,2331744540,109763475,4.71%,2288447590,20121960,3213990933,53,40608260,4,1,1,0,0,0,"2,184,718,747","2,742,551,749",121,139,"22,582,556","19,730,588",72,36,13,118,V~V!,"2,184,718,747",V~V!,"2,331,744,540","109,763,475","2,288,447,590","3,213,990,933","20,121,960",20,34,16,19
336,DoU,3168045895,65291287,2.06%,2085496836,22654156,3972386814,61,40880156,4,2,1,0,0,0,"3,272,128,215","3,612,379,027",178,187,"20,275,453","19,317,535",94,47,14,163,DoU,"3,272,128,215",DoU,"3,168,045,895","65,291,287","2,085,496,836","3,972,386,814","22,654,156",32,52,16,5
337,PUT0,7098727454,464944417,6.55%,10904441757,92010378,16153780518,121,57498801,25,10,7,0,0,0,"6,737,382,323","8,103,737,545",299,316,"27,068,352","25,644,739",230,117,11,284,PUT0,"6,737,382,323",PUT0,"7,098,727,454","464,944,417","10,904,441,757","16,153,780,518","92,010,378",44,21,58,1
338,,312976088,39638,0.01%,78921964,1494760,136492535,5,27699551,0,0,0,0,0,0,,"528,002,170",59,64,"8,871,116","8,250,034",0,0,9,44,,,,"312,976,088","39,638","78,921,964","136,492,535","1,494,760",13,6,0,15
339,UHA,16163214433,2503053864,15.49%,55132325988,196272972,39994762115,183,89604549,24,47,56,12,7,3,"14,739,444,984","19,635,755,655",654,757,"29,966,716","25,938,911",3,0,22,712,"UHA,UHT,UHE","17,060,611,646","UHA,UHT,UHE","16,163,214,433","2,503,053,864","55,132,325,988","39,994,762,115","196,272,972",143,2,5,0
340,,424594332,995866,0.23%,190047248,3461209,399115320,9,33071674,0,0,0,0,0,0,,"689,264,756",60,65,"11,450,132","10,604,073",6,3,12,55,,,,"424,594,332","995,866","190,047,248","399,115,320","3,461,209",9,9,2,12
341,NW:E,18614424991,2803687740,15.06%,58608044775,209197676,50611529134,204,91391209,63,70,39,8,6,3,"18,203,246,065","23,150,355,418",829,871,"27,912,532","26,579,053",0,0,16,821,"NW:E,NW:N,NW:F","21,309,467,810","NW:E,NW:N,NW:F","18,614,424,991","2,803,687,740","58,608,044,775","50,611,529,134","209,197,676",207,0,12,0
342,-OR-,3916278426,71295559,1.82%,4326238062,32752639,6464303637,77,42899453,3,3,0,0,0,0,"2,043,438,338","4,734,142,158",252,268,"18,748,213","17,664,710",78,42,22,225,-OR-,"2,043,438,338",-OR-,"3,916,278,426","71,295,559","4,326,238,062","6,464,303,637","32,752,639",33,53,35,64
343,PW~B,5427076917,158739988,2.92%,3505819452,45966268,7984686867,109,45270853,14,3,0,0,0,0,"3,930,481,166","5,870,495,031",206,213,"28,480,832","27,561,010",0,0,8,181,PW~B,"3,930,481,166",PW~B,"5,427,076,917","158,739,988","3,505,819,452","7,984,686,867","45,966,268",28,55,46,0
344,,1875802612,23624704,1.26%,1015105407,22374814,2529478690,40,41825881,2,1,0,0,0,0,,"2,062,905,304",82,89,"25,117,850","23,178,711",0,0,12,46,,,,"1,875,802,612","23,624,704","1,015,105,407","2,529,478,690","22,374,814",13,18,21,46
345,IW-V,17508997276,2243458621,12.81%,49646894215,203721735,45450494995,238,73543423,77,60,26,6,2,0,"8,697,284,656","22,551,009,040",936,957,"24,082,225","23,564,273",0,0,24,893,"IW-V,IW-G,IW-A","17,923,218,021","IW-V,IW-G,IW-A","17,508,997,276","2,243,458,621","49,646,894,215","45,450,494,995","203,721,735",204,19,37,0
346,AVO,3419621475,177314860,5.19%,3413770555,31474982,4651861012,62,44440159,7,1,1,0,0,0,"3,199,893,320","3,802,533,933",161,174,"23,586,199","21,853,643",0,0,17,152,AVO,"3,199,893,320",AVO,"3,419,621,475","177,314,860","3,413,770,555","4,651,861,012","31,474,982",30,41,25,74
347,KoA,1223452483,857599,0.07%,295069508,4809579,832476437,26,35332256,2,0,0,0,0,0,"1,037,965,603","1,510,522,598",86,93,"17,534,164","16,242,178",32,12,5,67,KoA,"1,037,965,603",KoA,"1,223,452,483","857,599","295,069,508","832,476,437","4,809,579",21,21,6,10
348,IMWI,14318527214,402831932,2.81%,13093204075,184450045,26090320036,314,46476952,40,4,0,0,0,0,"9,913,567,244","16,632,897,179",620,630,"26,819,702","26,401,424",405,272,22,539,"IMWI,MV_","13,671,604,424","IMWI,MV_","15,335,575,947","406,067,385","13,337,875,004","26,862,852,185","193,863,818",77,119,162,2
349,HTF,11810720935,1254547041,10.62%,24592680714,136135717,28144970122,191,61194903,48,24,12,1,1,0,"10,663,679,284","13,799,720,489",511,533,"26,989,789","25,890,658",0,0,20,486,"HTF,HSF-","11,964,940,777","HTF,HSF-","11,810,720,935","1,254,547,041","24,592,680,714","28,144,970,122","136,135,717",81,29,74,0
350,GTE,2115555742,15886873,0.75%,683178352,19040466,1794861364,45,38925834,1,4,0,0,0,0,"2,082,456,648","2,614,493,318",139,151,"18,764,969","17,314,525",64,39,14,124,GTE,"2,082,456,648",GTE,"2,115,555,742","15,886,873","683,178,352","1,794,861,364","19,040,466",30,39,9,73
351,,417142791,247429,0.06%,62080895,1301189,288838167,7,35529971,0,0,0,0,0,0,,"625,413,237",48,62,"12,794,658","10,087,310",8,3,16,44,,,,"417,142,791","247,429","62,080,895","288,838,167","1,301,189",11,10,2,28
352,i352,1687759526,22274269,1.32%,1184298636,8577958,2179430091,33,38415132,1,0,0,0,0,0,"1,770,323,225","1,992,191,925",97,109,"20,453,520","18,276,990",55,28,10,93,i352,"1,770,323,225",i352,"1,687,759,526","22,274,269","1,184,298,636","2,179,430,091","8,577,958",16,27,15,19
353,SyNC,2244112287,26884871,1.20%,2904877716,22785139,4159029127,53,36840812,2,0,0,0,0,0,"2,206,043,071","2,593,067,832",124,136,"20,874,392","19,066,675",66,34,13,123,SyNC,"2,206,043,071",SyNC,"2,244,112,287","26,884,871","2,904,877,716","4,159,029,127","22,785,139",23,40,14,14
354,SynA,17727776525,661345258,3.73%,40116992465,194678083,46138268583,273,64704937,72,47,12,5,1,1,"11,104,226,069","21,233,250,922",802,829,"26,469,562","25,613,089",612,243,26,719,"SynA,SyN,AFSN,SynB","19,435,245,642","SynA,SyN,AFSN,SynB","17,727,776,525","661,345,258","40,116,992,465","46,138,268,583","194,678,083",149,26,100,0
355,VN-D,1603869949,4135596,0.26%,764630197,11401426,1640617383,41,33250928,0,0,0,0,0,0,"1,142,005,190","1,846,802,447",90,96,"20,486,391","19,237,525",29,20,14,78,VN-D,"1,142,005,190",VN-D,"1,603,869,949","4,135,596","764,630,197","1,640,617,383","11,401,426",14,37,8,36
356,,730772045,22368632,3.06%,650426860,5390723,1108889056,14,39609631,2,0,0,0,0,0,,"989,587,685",59,71,"16,616,658","13,937,855",1,0,11,49,,,,"730,772,045","22,368,632","650,426,860","1,108,889,056","5,390,723",14,15,2,15
357,YSS,20376265434,1181176098,5.80%,74763409042,237681812,59170613302,307,66522368,90,51,17,8,2,2,"14,739,542,382","26,005,004,873","1,189","1,210","21,863,831","21,491,740",940,287,27,"1,102","YSS,-N3-,WSS-","21,274,069,227","YSS,-N3-,WSS-","20,500,712,397","1,182,061,511","74,808,285,255","59,330,497,234","238,533,338",208,26,97,0
358,PoD,10773582560,555969342,5.16%,29875513936,134084830,30038515084,206,51797489,38,13,3,0,0,0,"7,704,561,532","14,204,939,746",679,697,"20,909,591","20,380,114",555,191,19,628,"PoD,PoD1,PoD2","12,303,988,262","PoD,PoD1,PoD2","10,773,582,560","555,969,342","29,875,513,936","30,038,515,084","134,084,830",168,30,112,1
359,BeaR,12807006642,1107936257,8.65%,24155249043,129728685,27823380829,189,66781871,44,27,16,7,2,0,"11,837,157,390","14,099,927,219",412,443,"34,191,257","31,828,278",0,0,13,406,"BeaR,CarE","13,073,292,460","BeaR,CarE","12,807,006,642","1,107,936,257","24,155,249,043","27,823,380,829","129,728,685",55,28,69,0
360,AG~,4908338148,188423228,3.84%,6078910889,65274302,10050001486,87,53945079,27,7,3,1,0,0,"4,460,757,290","5,686,218,749",200,210,"28,403,579","27,077,232",0,0,14,175,AG~,"4,460,757,290",AG~,"4,908,338,148","188,423,228","6,078,910,889","10,050,001,486","65,274,302",46,24,21,3
361,-HLV,3170712231,45101961,1.42%,1614332575,20452694,3747009526,61,43200699,3,0,2,0,0,0,"3,117,629,736","3,610,822,663",149,157,"24,205,279","22,998,870",0,0,11,140,-HLV,"3,117,629,736",-HLV,"3,170,712,231","45,101,961","1,614,332,575","3,747,009,526","20,452,694",30,38,29,103
362,,339082296,5131664,1.51%,262844575,3613367,365904478,9,28974350,0,0,0,0,0,0,,"478,693,404",42,52,"11,256,764","9,205,642",5,0,6,41,,,,"339,082,296","5,131,664","262,844,575","365,904,478","3,613,367",8,6,2,30
363,RaGE,29500364494,4057268961,13.75%,121583095534,553543621,85411930938,238,125238566,4,30,70,51,43,17,"21,519,365,173","36,947,758,909","1,306","1,377","28,275,697","26,832,069",1,1,25,"1,267","RaGE,RaG3,RaG2","30,696,300,995","RaGE,RaG3,RaG2","29,500,364,494","4,057,268,961","121,583,095,534","85,411,930,938","553,543,621",357,0,0,0
364,#Val,5551495861,130861281,2.36%,5068961010,51665467,9208425438,117,42346328,10,1,1,1,0,0,"5,340,104,443","6,297,010,581",250,258,"25,179,587","24,407,018",187,95,7,224,#Val,"5,340,104,443",#Val,"5,551,495,861","130,861,281","5,068,961,010","9,208,425,438","51,665,467",40,72,44,1
365,,863102068,11260156,1.30%,611464075,4761602,957432414,17,44637242,3,0,0,0,0,0,,"1,126,797,620",58,69,"19,325,471","16,330,400",22,10,9,51,,,,"863,102,068","11,260,156","611,464,075","957,432,414","4,761,602",15,12,5,9
366,WoV,11152744199,281501362,2.52%,18415964954,130124501,24261988677,195,54448407,42,20,7,0,0,0,"8,039,714,859","11,859,635,147",342,357,"34,656,170","33,220,267",231,150,19,316,"WoV,VV:","9,754,452,253","WoV,VV:","11,152,744,199","281,501,362","18,415,964,954","24,261,988,677","130,124,501",42,63,73,0
367,RSG~,3030089093,10078184,0.33%,2270815302,29670051,3839654653,71,39253181,2,1,2,0,0,0,"2,561,730,889","3,479,762,163",219,223,"15,878,415","15,604,315",140,31,15,196,RSG~,"2,561,730,889",RSG~,"3,030,089,093","10,078,184","2,270,815,302","3,839,654,653","29,670,051",22,46,22,38
368,M-S,5552468333,83667047,1.51%,4637614695,66977540,8605105227,114,43673083,10,1,3,0,0,1,"2,558,539,338","5,828,062,821",187,194,"31,148,335","30,041,561",25,14,18,161,"M-S,MEEP","3,835,557,109","M-S,MEEP","5,552,468,333","83,667,047","4,637,614,695","8,605,105,227","66,977,540",27,69,40,2
369,,1179072571,10598,0.00%,297116971,7117477,828530769,26,36080872,1,0,0,0,0,0,,"1,471,277,917",85,96,"17,266,517","15,325,812",11,8,17,65,,,,"1,179,072,571","10,598","297,116,971","828,530,769","7,117,477",20,19,9,6
370,SlW,4148769527,63153278,1.52%,2407831624,48956680,5972314702,90,41734472,6,0,1,0,0,0,"2,201,360,264","4,546,779,474",164,169,"27,692,091","26,904,021",0,0,17,135,"SlW,CSIV","3,334,040,355","SlW,CSIV","4,148,769,527","63,153,278","2,407,831,624","5,972,314,702","48,956,680",30,41,46,6
371,EXAL,2899221947,29065746,1.00%,1667844727,27950719,3657615899,58,45493119,12,1,0,0,0,0,"1,945,590,098","3,042,777,341",94,103,"32,321,892","29,541,528",0,0,15,80,EXAL,"1,945,590,098",EXAL,"2,899,221,947","29,065,746","1,667,844,727","3,657,615,899","27,950,719",12,31,19,21
372,TMDB,4811640133,415046995,8.63%,9660885836,72937541,9453643791,86,50975847,12,8,2,1,0,0,"3,751,701,267","5,272,884,037",161,175,"32,705,633","30,130,766",0,0,13,143,TMDB,"3,751,701,267",TMDB,"4,811,640,133","415,046,995","9,660,885,836","9,453,643,791","72,937,541",35,38,32,86
373,REF,13554494137,388485828,2.87%,16077623751,148491149,25759290732,279,46695471,30,11,4,0,0,0,"10,023,101,698","15,280,360,982",507,520,"30,123,162","29,385,310",403,244,18,471,"REF,FTA~","13,004,738,927","REF,FTA~","13,958,409,393","388,974,723","16,154,180,554","26,091,326,166","151,075,820",83,128,125,0
374,,323010842,759916,0.24%,23225250,1330222,168509027,8,31526909,0,0,0,0,0,0,,"525,323,059",52,58,"10,062,694","9,057,294",0,0,16,46,,,,"323,010,842","759,916","23,225,250","168,509,027","1,330,222",6,8,1,75
375,NxW,14574324716,1956728889,13.43%,39118458641,142705709,29152766230,202,73286283,40,45,28,7,5,1,"13,426,583,787","18,827,650,813",852,908,"22,080,796","20,735,298",0,0,29,847,"NxW,SxW","14,436,704,094","NxW,SxW","14,574,324,716","1,956,728,889","39,118,458,641","29,152,766,230","142,705,709",177,10,41,0
376,MAD!,4734172393,130315385,2.75%,3346762638,39748562,6995700155,106,42425292,13,3,0,0,0,0,"3,876,992,677","5,273,607,621",210,219,"25,091,411","24,080,400",0,0,11,178,MAD!,"3,876,992,677",MAD!,"4,734,172,393","130,315,385","3,346,762,638","6,995,700,155","39,748,562",32,51,37,6
377,WAR,6378612511,176461699,2.77%,4346254402,53944395,8842029159,126,45636796,13,5,2,0,0,0,"5,194,487,189","6,931,480,490",236,251,"29,346,095","27,615,460",0,0,14,210,WAR,"5,194,487,189",WAR,"6,378,612,511","176,461,699","4,346,254,402","8,842,029,159","53,944,395",33,76,47,10
378,Meat,2269234727,6858394,0.30%,513022640,17634427,1941212170,57,32715480,1,0,0,0,0,0,"1,890,086,536","2,620,036,454",121,129,"21,622,188","20,310,360",35,24,13,119,Meat,"1,890,086,536",Meat,"2,269,234,727","6,858,394","513,022,640","1,941,212,170","17,634,427",29,51,11,32
379,#SS,1930659945,14333826,0.74%,632094539,19840458,1939341306,45,35394664,2,0,0,0,0,0,"1,557,380,201","2,311,490,662",127,145,"18,139,128","15,941,315",30,18,18,111,#SS,"1,557,380,201",#SS,"1,930,659,945","14,333,826","632,094,539","1,939,341,306","19,840,458",18,41,9,13
380,SURA,11441662682,1107726582,9.68%,30465995568,126866936,27153749373,154,74433447,27,33,27,5,3,0,"10,792,780,117","13,457,293,513",440,453,"30,573,799","29,707,050",0,0,20,418,SURA,"10,792,780,117",SURA,"11,441,662,682","1,107,726,582","30,465,995,568","27,153,749,373","126,866,936",87,18,32,4
381,WInd,6491312969,665908337,10.26%,13271937881,80437808,14388631838,113,56736793,17,7,4,4,1,0,"6,233,882,899","7,441,304,573",264,273,"28,171,092","27,257,526",0,0,18,245,WInd,"6,233,882,899",WInd,"6,491,312,969","665,908,337","13,271,937,881","14,388,631,838","80,437,808",41,33,49,4
382,UnT,3522415541,66374212,1.88%,3971143531,37533802,5537927979,67,46071442,2,1,4,1,0,0,"2,552,708,283","3,838,900,281",137,155,"27,918,944","24,767,099",0,0,19,111,UnT,"2,552,708,283",UnT,"3,522,415,541","66,374,212","3,971,143,531","5,537,927,979","37,533,802",23,37,27,54
383,,2005033307,64913573,3.24%,626545826,11642249,1332261521,52,32285697,0,1,0,0,0,0,,"2,421,424,239",148,165,"16,336,036","14,675,298",0,0,21,142,,,,"2,005,033,307","64,913,573","626,545,826","1,332,261,521","11,642,249",28,46,7,82
384,SS-L,11586377617,763739851,6.59%,16461508621,121782927,23505774848,205,54893021,41,18,10,2,0,0,"9,600,950,243","13,180,596,191",471,488,"27,972,407","27,009,418",0,0,15,419,"SS-L,SS-F","11,017,771,510","SS-L,SS-F","11,586,377,617","763,739,851","16,461,508,621","23,505,774,848","121,782,927",72,57,77,0
385,JKL,9216883926,342684377,3.72%,20008978672,84814391,20398072734,159,56957611,28,10,6,3,2,0,"6,924,746,902","10,999,242,373",492,522,"22,327,033","21,071,346",214,111,23,405,JKL,"6,924,746,902",JKL,"9,216,883,926","342,684,377","20,008,978,672","20,398,072,734","84,814,391",81,34,76,0
386,BRAH,6234275579,294966685,4.73%,5337097544,53488835,10373694602,117,46887025,22,3,0,0,0,0,"5,905,095,502","6,725,814,615",233,245,"28,839,741","27,452,305",0,0,13,234,BRAH,"5,905,095,502",BRAH,"6,234,275,579","294,966,685","5,337,097,544","10,373,694,602","53,488,835",31,70,45,0
387,GRZ,11359575403,1232603469,10.85%,22633819468,96865167,24364256732,191,56753591,28,18,9,3,1,0,"9,329,990,946","13,595,805,887",502,523,"27,062,479","25,995,805",0,0,18,470,"GRZ,CRY,CRY2","12,220,344,643","GRZ,CRY,CRY2","11,359,575,403","1,232,603,469","22,633,819,468","24,364,256,732","96,865,167",106,58,84,1
388,JPLS,11921229533,601047805,5.04%,11414634121,84567941,20228401384,235,47591046,30,14,0,0,1,0,"8,969,519,959","13,703,892,199",520,539,"26,335,079","25,424,661",387,216,24,485,"JPLS,NNC","11,463,470,731","JPLS,NNC","11,921,229,533","601,047,805","11,414,634,121","20,228,401,384","84,567,941",102,105,103,2
389,SP-A,11857432407,786465108,6.63%,21590694893,117701762,27710711240,189,62306403,43,29,20,1,0,0,"10,844,314,174","13,075,595,984",372,399,"35,116,771","32,770,917",0,0,15,336,"SP-A,SP-B","12,054,470,490","SP-A,SP-B","11,857,432,407","786,465,108","21,590,694,893","27,710,711,240","117,701,762",57,27,61,0
390,FT90,3402843166,216853374,6.37%,5050047976,30259768,5073554691,65,47039863,3,5,0,1,1,0,"3,545,720,800","3,855,301,183",152,162,"25,336,705","23,798,155",0,0,14,154,FT90,"3,545,720,800",FT90,"3,402,843,166","216,853,374","5,050,047,976","5,073,554,691","30,259,768",27,38,24,15
391,,880825595,14349007,1.63%,1449508241,8202953,1589075285,21,31057239,1,0,0,0,0,0,,"1,145,563,191",67,75,"17,042,114","15,274,176",25,8,19,61,,,,"880,825,595","14,349,007","1,449,508,241","1,589,075,285","8,202,953",14,23,2,17
392,,1028249759,1319324,0.13%,263251301,3234205,864238720,22,35816696,1,0,0,0,0,0,,"1,207,681,597",68,73,"17,723,053","16,543,584",23,12,10,62,,,,"1,028,249,759","1,319,324","263,251,301","864,238,720","3,234,205",9,23,4,21
393,IBL,2950324006,102460399,3.47%,2085376979,25480282,3986200317,66,35610801,3,0,0,0,0,0,"2,943,497,526","3,500,390,013",165,174,"21,172,822","20,117,184",108,48,12,155,IBL,"2,943,497,526",IBL,"2,950,324,006","102,460,399","2,085,376,979","3,986,200,317","25,480,282",38,65,14,59
394,AFK~,7484745052,626248253,8.37%,12905633681,86646617,16366885755,129,57237162,25,16,5,0,0,0,"7,415,437,333","9,062,286,179",359,379,"25,215,394","23,911,045",0,0,14,350,AFK~,"7,415,437,333",AFK~,"7,484,745,052","626,248,253","12,905,633,681","16,366,885,755","86,646,617",72,21,62,5
395,7UP,10523548845,1188078701,11.29%,30754149280,139886155,26345796159,129,82135639,32,37,25,6,3,0,"5,581,371,479","12,778,053,191",457,474,"27,947,838","26,957,918",0,0,26,427,"7UP,UP2","9,465,584,486","7UP,UP2","10,523,548,845","1,188,078,701","30,754,149,280","26,345,796,159","139,886,155",100,9,10,0
396,LGN~,1247139947,10343961,0.83%,680890629,13141955,1369261453,27,36499407,1,0,0,0,0,0,"1,384,176,828","1,702,244,102",111,125,"15,260,258","13,617,953",0,0,10,90,LGN~,"1,384,176,828",LGN~,"1,247,139,947","10,343,961","680,890,629","1,369,261,453","13,141,955",24,20,10,21
397,V-MS,1742870229,31598117,1.81%,1058543346,8799850,1755935285,42,36339706,2,1,0,0,0,0,"1,336,660,807","1,959,502,334",82,88,"23,870,066","22,267,072",44,22,10,63,V-MS,"1,336,660,807",V-MS,"1,742,870,229","31,598,117","1,058,543,346","1,755,935,285","8,799,850",18,34,8,67
398,DIME,1423022483,9591558,0.67%,694112014,11347362,1425076242,32,35447790,0,1,0,0,0,0,"1,356,454,740","1,620,283,592",78,87,"20,703,071","18,623,949",35,22,11,73,DIME,"1,356,454,740",DIME,"1,423,022,483","9,591,558","694,112,014","1,425,076,242","11,347,362",9,31,8,2
399,NW-A,1162592844,26489516,2.28%,1777715347,11612546,1799335333,22,51326119,3,0,4,0,0,0,"1,184,380,104","1,344,099,606",48,55,"27,944,957","24,438,175",0,0,13,47,NW-A,"1,184,380,104",NW-A,"1,162,592,844","26,489,516","1,777,715,347","1,799,335,333","11,612,546",10,13,1,30
400,,283183845,218114,0.08%,14977679,521972,85411866,9,29399774,0,0,0,0,0,0,,"433,612,055",39,50,"10,943,545","8,672,241",0,0,11,36,,,,"283,183,845","218,114","14,977,679","85,411,866","521,972",6,7,1,
401,,128481342,404,0.00%,30362658,767948,82898048,1,18791755,0,0,0,0,0,0,,"385,945,064",48,55,"7,943,006","7,017,183",3,0,8,48,,,,"128,481,342",404,"30,362,658","82,898,048","767,948",14,1,0,
402,,846663070,1132413,0.13%,431628873,6694795,906247433,14,43421027,1,0,0,0,0,0,,"1,063,041,148",63,70,"16,784,733","15,186,302",26,13,12,57,,,,"846,663,070","1,132,413","431,628,873","906,247,433","6,694,795",14,9,8,49
403,,51535705,255059,0.49%,1937817,470182,34534360,2,25767853,0,0,0,0,0,0,,"158,739,437",20,35,"7,695,515","4,535,412",2,1,13,23,,,,"51,535,705","255,059","1,937,817","34,534,360","470,182",4,1,0,
404,NOTY,1475225983,107648295,7.30%,3136151248,16596758,2544629081,32,41910854,6,2,1,0,0,0,"1,384,350,227","2,056,644,056",124,131,"16,561,785","15,699,573",0,0,14,89,NOTY,"1,384,350,227",NOTY,"1,475,225,983","107,648,295","3,136,151,248","2,544,629,081","16,596,758",29,22,2,3
405,,200406230,753042,0.38%,45186987,888882,112306060,6,24184798,0,0,0,0,0,0,,"317,285,342",29,39,"10,763,173","8,135,522",1,0,7,30,,,,"200,406,230","753,042","45,186,987","112,306,060","888,882",6,7,0,
406,,212114901,73954,0.03%,126555932,1532757,252963363,3,54439768,0,1,0,0,0,0,,"363,038,503",37,47,"9,625,672","7,724,223",0,0,9,37,,,,"212,114,901","73,954","126,555,932","252,963,363","1,532,757",6,1,1,
