KD,#1 Ally,Top 300 Power,Top 300 Merits,M/P,Top 300 Kills,Top 300 Deads,Top 300 Heals,CH25,CH25 AP,10M,20M,30M,40M,50M,80M+,100M+,125M+,150M+,200M+,250M+,300M+,Total KD Power,#1 Ally Power,CH16,Lords,CH16 AP,Lords AP,60M+,CH16 Kvk,CH25 Kvk,Allies,Ally Lords,Unique Alliances in KD,Top 600 Power,Top 600 Merits,Top 600 Kills,Top 600 Heals,Top 600 Deads,10-20M,20-40M,40-60M,,
375,NxW,17245764708,3111312270,18.04%,63119454149,295083722,51587551392,218,81584495,"21,570,242,199",141,91,33,10,2,148,65,13,5,3,0,0,156,600,"35,950,404",600,"35,950,404",0,0,17,559,"16,569,829,309",NxW,"16,569,829,309",NxW,"17,245,764,708","3,111,312,270","63,119,454,149","51,587,551,392","295,083,722",215,9,2
376,MAD!,9693330623,964861581,9.95%,13475480332,120104628,21019525163,154,61391246,"11,166,278,057",38,15,2,0,0,33,10,3,1,0,0,0,68,394,"28,202,255",597,"18,703,983",0,0,29,356,"8,672,628,143",MAD!,"8,672,628,143",MAD!,"9,693,330,623","964,861,581","13,475,480,332","21,019,525,163","120,104,628",60,32,56
377,'WAR,3218369476,30443685,0.95%,1669117342,27145602,3758834025,64,46234327,"3,620,469,120",2,1,0,0,0,1,0,0,0,0,0,0,8,153,"23,400,491",388,"9,331,106",56,40,42,171,"2,265,396,185",'WAR,"2,265,396,185",'WAR,"3,218,369,476","30,443,685","1,669,117,342","3,758,834,025","27,145,602",17,27,33
378,VN~G,1698028562,2413076,0.14%,1623891476,16670729,2256604297,42,35850528,"2,261,419,770",0,0,0,0,0,0,0,0,0,0,0,0,5,147,"15,062,161",431,"5,246,914",37,21,32,151,"1,210,162,542",VN~G,"1,210,162,542",VN~G,"1,698,028,562","2,413,076","1,623,891,476","2,256,604,297","16,670,729",24,31,8
379,#SS,2814606599,15523688,0.55%,804068314,18816743,2731849044,58,39878042,"3,325,607,323",0,0,0,0,0,0,0,0,0,0,0,0,5,181,"18,126,725",440,"7,558,198",65,37,29,209,"2,654,487,005",#SS,"2,654,487,005",#SS,"2,814,606,599","15,523,688","804,068,314","2,731,849,044","18,816,743",24,42,21
380,SURA,11160225794,1995047979,17.88%,37449045754,164893302,34581162292,125,89945206,"13,475,433,070",86,52,16,3,0,79,33,16,9,5,0,0,104,417,"32,190,865",592,"22,762,556",0,0,36,392,"11,337,467,901",SURA,"11,337,467,901",SURA,"11,160,225,794","1,995,047,979","37,449,045,754","34,581,162,292","164,893,302",104,2,8
381,WInd,6974114796,1037981991,14.88%,20486311455,109764168,20346264472,88,78715110,"8,351,742,588",39,21,7,4,0,31,18,7,5,1,0,0,62,272,"30,546,484",551,"15,157,428",0,0,29,280,"6,798,377,194",WInd,"6,798,377,194",WInd,"6,974,114,796","1,037,981,991","20,486,311,455","20,346,264,472","109,764,168",60,9,17
382,UnT,2792615032,24915554,0.89%,1948715696,24880289,3874025123,55,45197773,"3,310,130,612",1,1,1,0,0,0,0,0,0,0,0,0,7,173,"18,802,704",496,"6,673,650",16,12,47,181,"1,898,664,105",UnT,"1,898,664,105",UnT,"2,792,615,032","24,915,554","1,948,715,696","3,874,025,123","24,880,289",17,32,22
383,JPS,2623129961,45835620,1.75%,1263372873,20275599,2439830198,55,39583608,"3,415,048,216",2,1,0,0,0,2,1,0,0,0,0,0,8,225,"14,944,860",561,"6,087,430",0,0,35,176,"1,367,581,978",JPS,"1,367,581,978",JPS,"2,623,129,961","45,835,620","1,263,372,873","2,439,830,198","20,275,599",37,37,14
384,SS-L,3677124793,86009368,2.34%,2675710844,39723404,5660061238,75,43031680,"4,468,594,675",4,0,0,0,0,2,0,0,0,0,0,0,15,255,"17,339,930",587,"7,612,597",0,0,23,135,"1,692,460,342",SS-L,"1,692,460,342",SS-L,"3,677,124,793","86,009,368","2,675,710,844","5,660,061,238","39,723,404",40,37,24
385,JKL,8296726132,654557271,7.89%,17975647285,99434042,20695542891,139,58533212,"10,062,018,803",34,12,3,2,0,23,4,2,0,0,0,0,65,422,"23,707,903",601,"16,742,128",0,0,22,305,"7,511,623,100",JKL,"7,511,623,100",JKL,"8,296,726,132","654,557,271","17,975,647,285","20,695,542,891","99,434,042",88,35,28
386,BRAH,7956723993,603706952,7.59%,9250790630,90945466,16375098613,134,54852081,"8,850,964,760",16,2,0,0,0,19,5,1,1,0,0,0,52,293,"30,074,471",599,"14,776,235",0,0,25,293,"7,612,258,054",BRAH,"7,612,258,054",BRAH,"7,956,723,993","603,706,952","9,250,790,630","16,375,098,613","90,945,466",50,53,43
387,GRZ,11182587555,2069841521,18.51%,32659684603,136702652,32132158269,158,69436030,"13,535,686,037",55,27,6,2,1,67,31,16,8,5,0,0,91,455,"29,652,570",599,"22,597,139",0,0,30,408,"9,524,946,433","GRZ,CRY","11,154,237,780","GRZ,CRY","11,182,587,555","2,069,841,521","32,659,684,603","32,132,158,269","136,702,652",124,27,37
388,JPLS,16715475316,1584837586,9.48%,27346532603,192985607,41311030656,268,61532361,"18,995,346,749",59,24,4,1,0,49,17,4,1,1,0,0,113,582,"32,617,485",599,"31,711,764",0,0,26,493,"12,845,485,913","JPLS,EDEN,NNC","15,973,517,066","JPLS,EDEN,NNC","16,715,475,316","1,584,837,586","27,346,532,603","41,311,030,656","192,985,607",112,42,112
389,SP-A,1966088680,25976686,1.32%,1907165708,16549552,3157317879,34,49728209,"2,617,677,113",5,1,0,0,0,1,0,0,0,0,0,0,10,160,"16,104,800",492,"5,320,482",35,17,15,90,"1,625,654,530",SP-A,"1,625,654,530",SP-A,"1,966,088,680","25,976,686","1,907,165,708","3,157,317,879","16,549,552",24,23,9
390,FT90,4050320631,247983046,6.12%,5828433499,41507017,7632996815,77,49267746,"4,721,885,825",6,2,2,1,0,5,4,1,0,0,0,0,19,189,"24,730,654",527,"8,959,935",0,0,26,173,"4,074,203,771",FT90,"4,074,203,771",FT90,"4,050,320,631","247,983,046","5,828,433,499","7,632,996,815","41,507,017",34,29,30
391,,858394765,735140,0.09%,533095549,9896122,969794044,26,29938093,"1,234,571,790",0,0,0,0,0,0,0,0,0,0,0,0,1,102,"11,643,227",460,"2,683,852",8,6,44,147,,,,,"858,394,765","735,140","533,095,549","969,794,044","9,896,122",17,18,3
392,,713674176,,0.00%,126141746,2095436,521843859,14,41707301,"991,627,036",1,0,0,0,0,0,0,0,0,0,0,0,2,72,"12,925,649",455,"2,179,400",0,0,39,151,,,,,"713,674,176",,"126,141,746","521,843,859","2,095,436",10,8,6
393,IBL,4400336498,121978547,2.77%,4297444283,39908327,6831783185,77,46358092,"4,776,217,460",5,2,1,0,0,2,0,0,0,0,0,0,14,183,"25,868,655",492,"9,707,759",110,63,32,220,"4,036,253,418",IBL,"4,036,253,418",IBL,"4,400,336,498","121,978,547","4,297,444,283","6,831,783,185","39,908,327",27,58,28
394,AFK~,11402282258,1955403425,17.15%,33207147035,155059249,33110337034,139,81763490,"13,579,505,333",68,35,9,2,0,78,32,15,2,0,0,0,106,435,"31,098,498",600,"22,632,509",0,0,24,433,"11,428,281,974",AFK~,"11,428,281,974",AFK~,"11,402,282,258","1,955,403,425","33,207,147,035","33,110,337,034","155,059,249",99,4,28
395,1UP,16325050230,2485285327,15.22%,55902700036,242907959,50088217395,190,87731932,"19,721,071,589",132,87,24,8,1,120,34,15,5,2,0,0,153,583,"33,802,512",599,"32,923,325",0,0,21,538,"16,127,987,616","1UP,UP2","17,184,832,738","1UP,UP2","16,325,050,230","2,485,285,327","55,902,700,036","50,088,217,395","242,907,959",169,3,4
396,,1142967109,4879613,0.43%,611677161,10864135,1393128610,29,37312464,"1,603,076,130",1,0,0,0,0,0,0,0,0,0,0,0,1,126,"12,360,959",488,"3,284,992",11,7,37,135,,,,,"1,142,967,109","4,879,613","611,677,161","1,393,128,610","10,864,135",15,19,9
397,V-MS,3179319390,2193591,0.07%,3076937457,25181361,4032880701,68,42238527,"3,777,625,691",6,2,0,0,0,0,0,0,0,0,0,0,13,211,"17,646,228",558,"6,769,939",43,32,17,135,"2,643,129,930",V-MS,"2,643,129,930",V-MS,"3,179,319,390","2,193,591","3,076,937,457","4,032,880,701","25,181,361",28,39,17
398,DIME,2490842483,16691737,0.67%,641136948,31950063,2493332648,55,37946753,"2,896,958,511",0,0,0,0,0,0,0,0,0,0,0,0,5,161,"17,674,839",546,"5,305,785",70,42,42,241,"2,599,463,716",DIME,"2,599,463,716",DIME,"2,490,842,483","16,691,737","641,136,948","2,493,332,648","31,950,063",21,41,16
399,NW-A,8420949748,522700978,6.21%,15083056323,92307351,17586107612,114,71252048,"9,000,200,937",47,20,7,2,0,19,2,0,0,0,0,0,69,224,"39,975,534",587,"15,332,540",0,0,38,211,"6,558,858,852","NW-A,NW-C","8,248,179,374","NW-A,NW-C","8,420,949,748","522,700,978","15,083,056,323","17,586,107,612","92,307,351",39,21,24
400,,490030225,1206890,0.25%,90226344,2216719,224679470,11,34138001,"803,685,033",0,0,0,0,0,0,0,0,0,0,0,0,0,77,"9,543,926",475,"1,691,968",0,0,44,165,,,,,"490,030,225","1,206,890","90,226,344","224,679,470","2,216,719",9,9,3
401,OL!,6943735582,7851590,0.11%,20993743572,80573855,18466402846,70,99063373,"8,482,266,258",53,29,11,4,1,0,0,0,0,0,0,0,65,404,"20,860,367",599,"14,160,712",158,68,39,437,"6,949,393,729",OL!,"6,949,393,729",OL!,"6,943,735,582","7,851,590","20,993,743,572","18,466,402,846","80,573,855",61,2,1
402,AsA,1285929074,34088,0.00%,807071294,10368575,1537434100,18,52987232,"1,499,495,283",1,1,0,0,0,0,0,0,0,0,0,0,7,78,"18,602,916",396,"3,786,604",23,13,44,150,"1,288,424,495",AsA,"1,288,424,495",AsA,"1,285,929,074","34,088","807,071,294","1,537,434,100","10,368,575",6,16,6
403,_FR_,19994630681,2572004433,12.86%,54616075218,217507815,59912742391,208,96395173,"22,002,175,401",168,101,22,6,1,116,30,11,4,3,0,0,192,481,"45,641,012",600,"36,670,292",0,0,15,449,"15,774,880,423","_FR_,FR_T,FR_Y","20,691,401,613","_FR_,FR_T,FR_Y","19,994,630,681","2,572,004,433","54,616,075,218","59,912,742,391","217,507,815",87,5,3
404,4O4,12395751432,1532504425,12.36%,34171554209,175687355,34237461312,152,81241750,"14,303,237,634",84,56,21,7,2,62,24,8,2,1,0,0,107,456,"31,273,587",600,"23,838,729",0,0,40,424,"11,796,948,640",4O4,"11,796,948,640",4O4,"12,395,751,432","1,532,504,425","34,171,554,209","34,237,461,312","175,687,355",89,22,8
405,-TB-,1412280020,174167424,12.33%,3689435043,21241562,3498251639,25,54587863,"1,869,393,332",7,3,0,0,0,5,3,2,1,0,0,0,10,111,"16,312,579",439,"4,258,299",0,0,40,160,"1,336,925,300",-TB-,"1,336,925,300",-TB-,"1,412,280,020","174,167,424","3,689,435,043","3,498,251,639","21,241,562",18,9,4
406,,399747839,13011794,3.26%,849313043,4358494,701881597,4,95969989,"588,158,406",2,2,2,1,0,1,0,0,0,0,0,0,2,49,"11,012,200",366,"1,606,990",0,0,36,96,,,,,"399,747,839","13,011,794","849,313,043","701,881,597","4,358,494",2,1,1
407,,527296821,3513982,0.67%,219974078,3634934,756956483,9,43747379,"708,751,194",0,0,0,0,0,0,0,0,0,0,0,0,0,55,"12,055,658",389,"1,821,983",14,7,44,146,,,,,"527,296,821","3,513,982","219,974,078","756,956,483","3,634,934",5,5,6
408,,343951484,3040654,0.88%,270713535,2519434,409658585,8,24750968,"665,215,056",0,0,0,0,0,0,0,0,0,0,0,0,0,75,"8,274,840",400,"1,663,038",15,4,27,88,,,,,"343,951,484","3,040,654","270,713,535","409,658,585","2,519,434",9,8,1
409,NxG,12532836901,1761874003,14.06%,38494412370,140603084,33491207839,160,78082923,"15,790,531,230",76,44,9,2,1,74,25,8,2,0,0,0,113,597,"26,441,508",600,"26,317,552",0,0,13,472,"12,129,322,052","NxG,OxG","13,157,797,390","NxG,OxG","12,532,836,901","1,761,874,003","38,494,412,370","33,491,207,839","140,603,084",141,12,25
410,WE~R,11924618939,1352090043,11.34%,25675047599,211969468,30376930737,166,69530910,"14,893,842,791",58,21,9,3,1,60,6,3,0,0,1,1,99,586,"25,392,705",600,"24,823,071",1,0,21,442,"10,221,949,205","WE~R,O-NE","11,664,900,976","WE~R,O-NE","11,924,618,939","1,352,090,043","25,675,047,599","30,376,930,737","211,969,468",142,26,34
411,,958317575,265780,0.03%,215904252,3464549,435581578,22,30272633,"1,562,136,045",1,0,0,0,0,0,0,0,0,0,0,0,1,138,"10,857,108",587,"2,661,220",0,0,46,186,,,,,"958,317,575","265,780","215,904,252","435,581,578","3,464,549",38,13,4
412,Haus,2644582649,14935082,0.56%,2748753728,34660087,5050002080,43,53282321,"3,272,654,903",7,1,0,0,0,0,0,0,0,0,0,0,15,176,"18,287,798",568,"5,761,716",72,39,40,162,"2,647,347,362",Haus,"2,647,347,362",Haus,"2,644,582,649","14,935,082","2,748,753,728","5,050,002,080","34,660,087",26,20,15
413,,361029205,5816648,1.61%,265023283,2313384,412888758,11,28907815,"730,144,760",0,0,0,0,0,0,0,0,0,0,0,0,0,96,"7,018,350",514,"1,420,515",6,4,58,188,,,,,"361,029,205","5,816,648","265,023,283","412,888,758","2,313,384",7,10,2
414,P-B,1175441438,6985244,0.59%,2207784661,11041550,1954580799,17,56821252,"1,694,703,744",3,2,2,0,0,0,0,0,0,0,0,0,7,130,"12,651,000",531,"3,191,532",44,11,42,208,"1,088,205,774",P-B,"1,088,205,774",P-B,"1,175,441,438","6,985,244","2,207,784,661","1,954,580,799","11,041,550",23,3,5
415,,550798165,6886380,1.25%,281401034,2913756,721848287,17,33248380,"1,070,196,938",0,0,0,0,0,0,0,0,0,0,0,0,1,135,"7,316,416",599,"1,786,639",0,0,45,176,,,,,"550,798,165","6,886,380","281,401,034","721,848,287","2,913,756",13,9,4
416,GOK3,3429070717,20658526,0.60%,2097364708,42309364,4725012842,68,42131495,"3,763,537,051",4,0,0,0,0,1,0,0,0,0,0,0,11,156,"23,754,312",508,"7,408,538",64,38,48,209,"2,617,655,315",GOK3,"2,617,655,315",GOK3,"3,429,070,717","20,658,526","2,097,364,708","4,725,012,842","42,309,364",16,54,16
417,,1057438101,9122115,0.86%,466560873,10381177,1155073261,24,37596427,"1,724,442,576",0,0,0,0,0,0,0,0,0,0,0,0,1,157,"10,600,886",556,"3,101,515",28,16,55,172,,,,,"1,057,438,101","9,122,115","466,560,873","1,155,073,261","10,381,177",28,16,10
419,LS~,8179054968,432208458,5.28%,12170556404,79913036,15996467751,140,55628828,"9,411,226,772",23,11,1,0,0,12,2,0,0,0,0,0,50,340,"27,507,162",599,"15,711,564",0,0,25,280,"7,520,138,741",LS~,"7,520,138,741",LS~,"8,179,054,968","432,208,458","12,170,556,404","15,996,467,751","79,913,036",65,42,49
420,,525667996,18322032,3.49%,621034585,5015506,713251195,13,36368839,"1,147,266,953",1,0,0,0,0,1,0,0,0,0,0,0,2,140,"7,768,492",555,"2,067,148",0,0,60,194,,,,,"525,667,996","18,322,032","621,034,585","713,251,195","5,015,506",21,8,2
421,,466870810,37469220,8.03%,612625682,1858530,615553854,9,44368381,"801,994,992",1,0,0,0,0,1,1,0,0,0,0,0,1,85,"8,944,573",423,"1,895,969",0,0,29,84,,,,,"466,870,810","37,469,220","612,625,682","615,553,854","1,858,530",9,4,4
422,TARO,6954968981,303887140,4.37%,7022897100,72293062,12042971804,126,50545452,"7,506,754,258",15,6,0,0,0,6,1,0,0,0,0,0,32,238,"31,350,071",600,"12,511,257",170,111,23,238,"6,171,927,746",TARO,"6,171,927,746",TARO,"6,954,968,981","303,887,140","7,022,897,100","12,042,971,804","72,293,062",34,59,46
423,,588689162,1710704,0.29%,225014466,5591962,579246472,13,33754645,"923,493,941",0,0,0,0,0,0,0,0,0,0,0,0,0,80,"10,825,592",503,"1,835,972",11,3,49,178,,,,,"588,689,162","1,710,704","225,014,466","579,246,472","5,591,962",12,10,5
424,~FF~,15055714849,1397936106,9.29%,47742065237,233739033,43567813744,179,83670972,"17,212,937,816",103,52,15,6,2,52,10,3,1,0,1,0,139,474,"36,314,215",474,"36,314,215",332,162,13,421,"13,484,844,350","~FF~,~FK~","14,525,091,968","~FF~,~FK~","15,055,714,849","1,397,936,106","47,742,065,237","43,567,813,744","233,739,033",109,13,17
425,XGP,1547147630,7316618,0.47%,2196154015,14999223,2923692672,26,52839732,"1,888,746,076",5,3,1,0,0,0,0,0,0,0,0,0,6,96,"19,219,071",471,"4,010,077",21,17,43,188,"1,412,009,626",XGP,"1,412,009,626",XGP,"1,547,147,630","7,316,618","2,196,154,015","2,923,692,672","14,999,223",19,10,10
426,TPTS,4572788745,3858389,0.08%,3236935000,39151891,7060284731,92,45460759,"5,101,318,515",4,1,0,0,0,0,0,0,0,0,0,0,10,203,"24,883,935",564,"9,044,891",107,73,38,231,"4,670,775,961",TPTS,"4,670,775,961",TPTS,"4,572,788,745","3,858,389","3,236,935,000","7,060,284,731","39,151,891",16,51,44
427,FTS,7609014518,23046264,0.30%,7356519753,104797173,14169084765,130,52793147,"8,322,941,583",12,6,1,1,0,0,0,0,0,0,0,0,42,271,"30,547,385",600,"13,871,569",180,108,29,288,"6,808,004,344",FTS,"6,808,004,344",FTS,"7,609,014,518","23,046,264","7,356,519,753","14,169,084,765","104,797,173",36,63,46
428,NM!,8221085012,1307100284,15.90%,31947986875,158502583,23554906399,80,100505999,"9,412,176,205",52,43,22,11,3,52,26,13,5,2,0,0,63,266,"35,203,371",599,"15,713,149",0,0,31,267,"8,228,795,945",NM!,"8,228,795,945",NM!,"8,221,085,012","1,307,100,284","31,947,986,875","23,554,906,399","158,502,583",52,7,9
429,,927525597,7027060,0.76%,247902257,3990235,600828595,16,43594863,"1,410,572,542",0,0,0,0,0,0,0,0,0,0,0,0,3,126,"10,724,737",476,"2,963,388",0,0,22,113,,,,,"927,525,597","7,027,060","247,902,257","600,828,595","3,990,235",13,13,5
430,PR-E,12645317308,1376179051,10.88%,20669550715,152670939,29646152173,211,57471361,"14,205,215,417",41,19,2,0,0,40,14,6,2,1,0,0,74,476,"29,727,821",599,"23,714,884",0,0,36,458,"10,750,723,412","PR-E,PR-D","12,144,656,460","PR-E,PR-D","12,645,317,308","1,376,179,051","20,669,550,715","29,646,152,173","152,670,939",82,55,89
431,AoD`,1407361154,21192739,1.51%,1950686020,15325467,3527319406,27,52124487,"1,582,063,226",4,0,0,0,0,0,0,0,0,0,0,0,10,63,"24,271,527",429,"3,687,793",0,0,40,97,"1,346,913,262",AoD`,"1,346,913,262",AoD`,"1,407,361,154","21,192,739","1,950,686,020","3,527,319,406","15,325,467",4,9,7
433,-FK-,1431312733,73900116,5.16%,1790127581,11824461,2548401288,22,57663324,"1,796,607,420",4,4,0,0,0,3,1,0,0,0,0,0,7,102,"17,004,829",496,"3,622,192",0,0,42,144,"1,356,321,205",-FK-,"1,356,321,205",-FK-,"1,431,312,733","73,900,116","1,790,127,581","2,548,401,288","11,824,461",11,9,9
435,-VW-,1939974749,153683859,7.92%,4083091806,20696857,4080355365,34,56493366,"2,460,792,506",6,3,1,0,0,6,1,1,1,0,0,0,12,117,"20,458,640",527,"4,669,435",0,0,42,174,"1,905,821,968",-VW-,"1,905,821,968",-VW-,"1,939,974,749","153,683,859","4,083,091,806","4,080,355,365","20,696,857",16,2,16
436,PACT,1727521071,11463937,0.66%,2010706205,20562420,3207094651,34,42098420,"2,219,917,723",1,0,0,0,0,0,0,0,0,0,0,0,7,207,"10,369,321",599,"3,706,040",40,23,53,261,"1,447,293,149",PACT,"1,447,293,149",PACT,"1,727,521,071","11,463,937","2,010,706,205","3,207,094,651","20,562,420",21,20,8
437,,523541710,439247,0.08%,127512640,2969614,361262554,13,28714647,"787,111,246",0,0,0,0,0,0,0,0,0,0,0,0,0,84,"8,602,036",442,"1,780,795",0,0,41,188,,,,,"523,541,710","439,247","127,512,640","361,262,554","2,969,614",9,13,1
438,BREW,11184595931,50988623,0.46%,14224408075,107328305,19705092476,178,60902708,"11,854,382,820",41,26,5,0,0,1,0,0,0,0,0,0,70,317,"37,198,006",600,"19,757,305",194,140,44,327,"9,691,855,090","BREW,Brew","10,823,032,862","BREW,Brew","11,184,595,931","50,988,623","14,224,408,075","19,705,092,476","107,328,305",29,44,70
439,blz,6969554225,879769303,12.62%,17122149702,83259837,17565450935,97,71505713,"8,658,378,755",35,27,10,2,1,30,11,5,1,0,0,0,42,332,"25,911,789",595,"14,551,897",0,0,39,304,"7,058,548,741",blz,"7,058,548,741",blz,"6,969,554,225","879,769,303","17,122,149,702","17,565,450,935","83,259,837",77,12,42
440,VKNG,6776921937,530986214,7.84%,11552587207,100150191,15715692593,109,59262098,"7,561,137,467",20,7,2,0,0,13,8,1,1,0,0,0,43,243,"30,924,847",571,"13,241,922",0,0,32,261,"6,119,936,335",VKNG,"6,119,936,335",VKNG,"6,776,921,937","530,986,214","11,552,587,207","15,715,692,593","100,150,191",33,27,43
441,,380069385,735740,0.19%,83476940,2697440,345496015,9,32920816,"553,683,199",0,0,0,0,0,0,0,0,0,0,0,0,0,50,"10,031,503",356,"1,555,290",2,1,49,176,,,,,"380,069,385","735,740","83,476,940","345,496,015","2,697,440",5,5,4
442,,386823120,,0.00%,51350308,2345468,170532427,7,28110007,"763,245,916",0,0,0,0,0,0,0,0,0,0,0,0,0,92,"7,708,183",453,"1,684,870",0,0,49,114,,,,,"386,823,120",,"51,350,308","170,532,427","2,345,468",20,6,1
443,,253408266,160691,0.06%,62186341,653729,147278841,4,33037746,"490,052,920",0,0,0,0,0,0,0,0,0,0,0,0,0,53,"8,182,681",390,"1,256,546",4,2,52,201,,,,,"253,408,266","160,691","62,186,341","147,278,841","653,729",9,6,0
444,SCL,16527245376,3580420032,21.66%,63792273116,189307313,47664951600,183,90896408,"19,796,583,388",118,62,28,14,2,144,81,31,14,9,0,0,152,601,"32,939,352",602,"32,884,690",0,0,9,549,"16,238,332,795","SCL,SCLN","17,277,798,064","SCL,SCLN","16,527,245,376","3,580,420,032","63,792,273,116","47,664,951,600","189,307,313",132,6,14
445,~K&Q,1249068781,328533,0.03%,1761131133,14926373,2125012478,23,49629746,"1,641,170,559",5,3,0,0,0,0,0,0,0,0,0,0,7,103,"15,402,653",429,"3,825,572",20,15,45,162,"1,068,971,975",~K&Q,"1,068,971,975",~K&Q,"1,249,068,781","328,533","1,761,131,133","2,125,012,478","14,926,373",7,14,4
446,ExV,3949160560,296773292,7.51%,4838558588,43379674,7156333085,80,44821751,"4,333,658,778",7,6,1,0,0,10,2,1,1,0,0,0,14,176,"24,294,678",562,"7,711,137",0,0,41,210,"3,717,221,586",ExV,"3,717,221,586",ExV,"3,949,160,560","296,773,292","4,838,558,588","7,156,333,085","43,379,674",22,47,23
447,ZEN,11667965201,96181929,0.82%,32476511143,142224700,28998757826,157,73414565,"14,243,951,628",54,29,13,6,1,2,1,1,0,0,0,0,80,598,"23,812,331",601,"23,700,419",451,151,20,549,"11,703,294,380","ZEN,5PUD","12,751,927,102","ZEN,5PUD","11,667,965,201","96,181,929","32,476,511,143","28,998,757,826","142,224,700",86,9,69
448,VIHE,1567360475,1216659,0.08%,653425173,11039706,1847889230,30,41316492,"1,862,005,532",1,0,0,0,0,0,0,0,0,0,0,0,4,102,"17,584,078",515,"3,615,545",29,14,42,200,"1,507,627,207",VIHE,"1,507,627,207",VIHE,"1,567,360,475","1,216,659","653,425,173","1,847,889,230","11,039,706",13,24,8
449,,1272129363,1246870,0.10%,724747020,7937696,1507787406,27,45518598,"1,605,380,512",4,1,0,0,0,0,0,0,0,0,0,0,6,92,"16,936,680",414,"3,877,731",0,0,60,186,,,,,"1,272,129,363","1,246,870","724,747,020","1,507,787,406","7,937,696",10,12,8
450,,459048698,6470300,1.41%,235083362,1250261,438192805,11,33769459,"784,815,881",0,0,0,0,0,0,0,0,0,0,0,0,0,98,"7,452,227",439,"1,787,735",0,0,31,74,,,,,"459,048,698","6,470,300","235,083,362","438,192,805","1,250,261",10,8,3
451,51DR,3252923579,22334488,0.69%,4107205728,27905007,6139256369,54,56152165,"3,722,531,601",8,3,1,0,0,0,0,0,0,0,0,0,21,159,"22,957,140",541,"6,880,835",75,44,35,214,"3,330,794,386",51DR,"3,330,794,386",51DR,"3,252,923,579","22,334,488","4,107,205,728","6,139,256,369","27,905,007",13,22,17
452,-VKG,11483542498,2290771330,19.95%,38402684198,131223938,33408164577,129,88588823,"13,801,308,090",78,50,17,5,0,95,46,20,7,2,0,0,98,522,"26,355,387",601,"22,963,907",0,0,25,475,"11,677,344,109",-VKG,"11,677,344,109",-VKG,"11,483,542,498","2,290,771,330","38,402,684,198","33,408,164,577","131,223,938",90,7,23
453,,268280468,10810601,4.03%,232324230,3676079,381765993,4,38140866,"594,842,316",0,0,0,0,0,0,0,0,0,0,0,0,0,82,"6,578,255",458,"1,298,782",0,0,24,88,,,,,"268,280,468","10,810,601","232,324,230","381,765,993","3,676,079",10,5,2
454,,1037502121,2048021,0.20%,501931739,6821096,863777142,22,39534387,"1,551,907,527",2,0,0,0,0,0,0,0,0,0,0,0,3,130,"11,466,014",457,"3,395,859",23,13,43,177,,,,,"1,037,502,121","2,048,021","501,931,739","863,777,142","6,821,096",26,14,6
455,,779596257,663562,0.09%,700635513,4857028,1041328091,14,42556083,"1,099,015,289",1,1,1,0,0,0,0,0,0,0,0,0,2,101,"10,329,599",445,"2,469,697",22,11,27,130,,,,,"779,596,257","663,562","700,635,513","1,041,328,091","4,857,028",8,15,2
456,,254201305,311313,0.12%,79712147,1537936,175831325,5,32062225,"565,905,909",0,0,0,0,0,0,0,0,0,0,0,0,0,93,"5,494,095",428,"1,322,210",0,0,51,186,,,,,"254,201,305","311,313","79,712,147","175,831,325","1,537,936",7,5,1
457,,264299223,2226004,0.84%,28774243,2038345,124529465,7,28960958,"555,987,890",0,0,0,0,0,0,0,0,0,0,0,0,0,78,"6,396,756",430,"1,292,995",0,0,48,145,,,,,"264,299,223","2,226,004","28,774,243","124,529,465","2,038,345",7,6,1
458,,94339276,9246000,9.80%,104056306,775141,201390236,1,94339276,"94,339,276",1,0,0,0,0,0,0,0,0,0,0,0,1,1,"94,339,276",1,"94,339,276",0,0,1,1,,,,,"94,339,276","9,246,000","104,056,306","201,390,236","775,141",0,0,0
459,Ns0S,4126396356,11137521,0.27%,4829428811,40703102,7291206737,73,53218373,"4,740,763,682",13,9,2,0,0,0,0,0,0,0,0,0,22,187,"25,031,141",555,"8,541,917",74,42,43,200,"3,428,580,935",Ns0S,"3,428,580,935",Ns0S,"4,126,396,356","11,137,521","4,829,428,811","7,291,206,737","40,703,102",32,37,18
460,LG~F,11921861691,52531893,0.44%,9205709738,119215370,20228629234,251,43037468,"13,263,130,235",8,2,0,0,0,0,0,0,0,0,0,0,24,508,"26,024,702",600,"22,105,217",285,183,25,378,"7,825,641,284","LG~F,LG~W","9,527,540,926","LG~F,LG~W","12,029,047,982","53,386,469","9,234,420,830","20,313,175,344","121,786,445",66,151,103
461,CK61,1648465216,26500653,1.61%,2783411468,14107127,2833964158,27,56408346,"2,125,435,490",7,5,1,0,0,0,0,0,0,0,0,0,7,161,"12,745,416",515,"4,127,059",0,0,41,208,"1,478,471,283",CK61,"1,478,471,283",CK61,"1,648,465,216","26,500,653","2,783,411,468","2,833,964,158","14,107,127",7,16,6
462,DaD,10645658577,1242172504,11.67%,21252692600,120544060,29720343503,135,78574833,"11,848,177,399",72,34,7,1,0,55,12,1,0,0,0,0,105,349,"33,735,826",600,"19,746,962",0,0,41,287,"10,149,347,792",DaD,"10,149,347,792",DaD,"10,645,658,577","1,242,172,504","21,252,692,600","29,720,343,503","120,544,060",52,11,11
